OID_,ECOLSYS_LU,VALUE_1,VALUE_2,VALUE_3,VALUE_4,L3eco,NoThreat,LowThreat,MedThreat,HighThreat,AllThreat,Total,Percent
,North American Warm Desert Riparian Systems,36947700.000000000000000,146700.000000000000000,31500.000000000000000,48600.000000000000000,26,3694.7700195,14.6700001,3.1500001,4.8600001,22.6800003,3717.4499512,0.6100960
,North American Warm Desert Riparian Woodland and Shrubland,2067300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,206.7299957,0.0000000,0.0000000,0.0000000,0.0000000,206.7299957,0.0000000
,Southern Rocky Mountain Montane-Subalpine Grassland,948600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,94.8600006,0.0000000,0.0000000,0.0000000,0.0000000,94.8600006,0.0000000
,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,694082700.000000000000000,8142300.000000000000000,3378600.000000000000000,64206000.000000000000000,26,69408.2968750,814.2299805,337.8599854,6420.6000977,7572.6899414,76981.0000000,9.8370895
,Rocky Mountain Lower Montane-Foothill Shrubland,344686500.000000000000000,115200.000000000000000,92700.000000000000000,395100.000000000000000,26,34468.6015625,11.5200005,9.2700005,39.5099983,60.2999992,34528.8984375,0.1746360
,Central Mixedgrass Prairie,20301380100.000000000000000,50678100.000000000000000,23349600.000000000000000,95683500.000000000000000,26,2030140.0000000,5067.8100586,2334.9599609,9568.3496094,16971.0996094,2047110.0000000,0.8290270
,Western Great Plains Foothill and Piedmont Grassland,3118552200.000000000000000,34681500.000000000000000,17318700.000000000000000,199755000.000000000000000,26,311855.0000000,3468.1499023,1731.8699951,19975.5000000,25175.5000000,337031.0000000,7.4697900
,Western Great Plains Tallgrass Prairie,285497100.000000000000000,134100.000000000000000,35100.000000000000000,57600.000000000000000,26,28549.6992188,13.4099998,3.5100000,5.7600002,22.6800003,28572.4003906,0.0793773
,Western Great Plains Sand Prairie,597051900.000000000000000,1638000.000000000000000,591300.000000000000000,2650500.000000000000000,26,59705.1992188,163.8000031,59.1300011,265.0499878,487.9800110,60193.1992188,0.8106900
,Western Great Plains Sandhill Steppe,8978251500.000000000000000,14545800.000000000000000,6983100.000000000000000,27829800.000000000000000,26,897825.0000000,1454.5799561,698.3099976,2782.9799805,4935.8701172,902761.0000000,0.5467530
,Western Great Plains Mesquite Woodland and Shrubland,27580986000.000000000000000,44425800.000000000000000,19818900.000000000000000,68155200.000000000000000,26,2758100.0000000,4442.5800781,1981.8900146,6815.5200195,13240.0000000,2771340.0000000,0.4777470
,Western Great Plains Shortgrass Prairie,78146664300.000000000000000,51185700.000000000000000,23706000.000000000000000,113697000.000000000000000,26,7814670.0000000,5118.5698242,2370.6000977,11369.7001953,18858.9003906,7833530.0000000,0.2407460
,Southeastern Great Plains Tallgrass Prairie,96520500.000000000000000,439200.000000000000000,46800.000000000000000,1477800.000000000000000,26,9652.0498047,43.9199982,4.6799998,147.7799988,196.3800049,9848.4296875,1.9940200
,Mogollon Chaparral,15913800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,1591.3800049,0.0000000,0.0000000,0.0000000,0.0000000,1591.3800049,0.0000000
,Western Great Plains Depressional Wetland Systems,31260600.000000000000000,108900.000000000000000,52200.000000000000000,278100.000000000000000,26,3126.0600586,10.8900003,5.2199998,27.8099995,43.9199982,3169.9799805,1.3855000
,Rocky Mountain Alpine-Montane Wet Meadow,1976400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,197.6399994,0.0000000,0.0000000,0.0000000,0.0000000,197.6399994,0.0000000
,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,89939700.000000000000000,117900.000000000000000,45000.000000000000000,144900.000000000000000,26,8993.9697266,11.7900000,4.5000000,14.4899998,30.7800007,9024.7500000,0.3410620
,North American Arid West Emergent Marsh,29653200.000000000000000,2700.000000000000000,3600.000000000000000,0.000000000000000,26,2965.3200684,0.2700000,0.3600000,0.0000000,0.6300000,2965.9499512,0.0212411
,Western Great Plains Saline Depression Wetland,28136700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,2813.6699219,0.0000000,0.0000000,0.0000000,0.0000000,2813.6699219,0.0000000
,Inter-Mountain Basins Greasewood Flat,308863800.000000000000000,397800.000000000000000,161100.000000000000000,483300.000000000000000,26,30886.4003906,39.7799988,16.1100006,48.3300018,104.2200012,30990.5996094,0.3362960
,North American Warm Desert Playa,14613300.000000000000000,35100.000000000000000,0.000000000000000,0.000000000000000,26,1461.3299561,3.5100000,0.0000000,0.0000000,3.5100000,1464.8399658,0.2396170
,Apacherian-Chihuahuan Mesquite Upland Scrub,2089145700.000000000000000,2695500.000000000000000,1621800.000000000000000,4296600.000000000000000,26,208915.0000000,269.5499878,162.1799927,429.6600037,861.3900146,209776.0000000,0.4106240
,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,4443031800.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,26,444303.0000000,0.0900000,0.0000000,0.0000000,0.0900000,444303.0000000,0.0000203
,"Chihuahuan Creosotebush, Mixed Desert and Thorn Scrub",1323437400.000000000000000,494100.000000000000000,163800.000000000000000,342900.000000000000000,26,132344.0000000,49.4099998,16.3799992,34.2900009,100.0800018,132444.0000000,0.0755640
,Chihuahuan Gypsophilous Grassland and Steppe,12940200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,1294.0200195,0.0000000,0.0000000,0.0000000,0.0000000,1294.0200195,0.0000000
,Chihuahuan Loamy Plains Desert Grassland,388800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,38.8800011,0.0000000,0.0000000,0.0000000,0.0000000,38.8800011,0.0000000
,Chihuahuan Mixed Desert and Thorn Scrub,4565700.000000000000000,27900.000000000000000,9900.000000000000000,18000.000000000000000,26,456.5700073,2.7900000,0.9900000,1.8000000,5.5799999,462.1499939,1.2074000
,Chihuahuan Sandy Plains Semi-Desert Grassland,84156300.000000000000000,900.000000000000000,0.000000000000000,7200.000000000000000,26,8415.6298828,0.0900000,0.0000000,0.7200000,0.8100000,8416.4404297,0.0096240
,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,13200300.000000000000000,11700.000000000000000,6300.000000000000000,21600.000000000000000,26,1320.0300293,1.1700000,0.6300000,2.1600001,3.9600000,1323.9899902,0.2990960
,Chihuahuan Succulent Desert Scrub,1800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,0.1800000,0.0000000,0.0000000,0.0000000,0.0000000,0.1800000,0.0000000
,Madrean Juniper Savanna,187299000.000000000000000,2700.000000000000000,1800.000000000000000,41400.000000000000000,26,18729.9003906,0.2700000,0.1800000,4.1399999,4.5900002,18734.5000000,0.0245003
,North American Warm Desert Active and Stabilized Dune,47286900.000000000000000,44100.000000000000000,51300.000000000000000,2700.000000000000000,26,4728.6899414,4.4099998,5.1300001,0.2700000,9.8100004,4738.5000000,0.2070280
,Chihuahuan Mixed Salt Desert Scrub,12247200.000000000000000,3600.000000000000000,0.000000000000000,0.000000000000000,26,1224.7199707,0.3600000,0.0000000,0.0000000,0.3600000,1225.0799561,0.0293858
,North American Warm Desert Wash,42318000.000000000000000,21600.000000000000000,900.000000000000000,6300.000000000000000,26,4231.7998047,2.1600001,0.0900000,0.6300000,2.8800001,4234.6801758,0.0680099
,Inter-Mountain Basins Mixed Salt Desert Scrub,651861900.000000000000000,3409200.000000000000000,1462500.000000000000000,9124200.000000000000000,26,65186.1992188,340.9200134,146.2500000,912.4199829,1399.5899658,66585.7968750,2.1019299
,Inter-Mountain Basins Wash,12627000.000000000000000,38700.000000000000000,26100.000000000000000,414000.000000000000000,26,1262.6999512,3.8699999,2.6099999,41.4000015,47.8800011,1310.5799561,3.6533401
,Inter-Mountain Basins Montane Sagebrush Steppe,8849700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,884.9699707,0.0000000,0.0000000,0.0000000,0.0000000,884.9699707,0.0000000
,Colorado Plateau Mixed Low Sagebrush Shrubland,157137300.000000000000000,48600.000000000000000,28800.000000000000000,30600.000000000000000,26,15713.7001953,4.8600001,2.8800001,3.0599999,10.8000002,15724.5000000,0.0686826
,Inter-Mountain Basins Semi-Desert Grassland,89399700.000000000000000,15300.000000000000000,24300.000000000000000,4500.000000000000000,26,8939.9697266,1.5300000,2.4300001,0.4500000,4.4099998,8944.3798828,0.0493047
,Inter-Mountain Basins Semi-Desert Shrub Steppe,924761700.000000000000000,882000.000000000000000,156600.000000000000000,584100.000000000000000,26,92476.2031250,88.1999969,15.6599998,58.4099998,162.2700043,92638.5000000,0.1751650
,"Rocky Mountain Cliff, Canyon and Massive Bedrock",8703900.000000000000000,0.000000000000000,0.000000000000000,16200.000000000000000,26,870.3900146,0.0000000,0.0000000,1.6200000,1.6200000,872.0100098,0.1857780
,Western Great Plains Badland,1424700.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,26,142.4700012,0.0900000,0.0000000,0.0000000,0.0900000,142.5599976,0.0631313
,Southwestern Great Plains Canyon,56963700.000000000000000,164700.000000000000000,74700.000000000000000,308700.000000000000000,26,5696.3701172,16.4699993,7.4699998,30.8700008,54.8100014,5751.1801758,0.9530220
,Western Great Plains Cliff and Outcrop,197941500.000000000000000,15300.000000000000000,0.000000000000000,6300.000000000000000,26,19794.1992188,1.5300000,0.0000000,0.6300000,2.1600001,19796.4003906,0.0109111
,North American Warm Desert Bedrock Cliff and Outcrop,30023100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,3002.3100586,0.0000000,0.0000000,0.0000000,0.0000000,3002.3100586,0.0000000
,Colorado Plateau Mixed Bedrock Canyon and Tableland,639000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,63.9000015,0.0000000,0.0000000,0.0000000,0.0000000,63.9000015,0.0000000
,Inter-Mountain Basins Active and Stabilized Dune,25200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,2.5200000,0.0000000,0.0000000,0.0000000,0.0000000,2.5200000,0.0000000
,Inter-Mountain Basins Volcanic Rock and Cinder Land,10800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,1.0800000,0.0000000,0.0000000,0.0000000,0.0000000,1.0800000,0.0000000
,Cultivated Cropland,14660569800.000000000000000,77779800.000000000000000,39266100.000000000000000,169201800.000000000000000,26,1466060.0000000,7777.9799805,3926.6101074,16920.1992188,28624.8007813,1494680.0000000,1.9151100
,Pasture/Hay,181163700.000000000000000,338400.000000000000000,180000.000000000000000,378000.000000000000000,26,18116.4003906,33.8400002,18.0000000,37.7999992,89.6399994,18206.0000000,0.4923650
,Introduced Upland Vegetation - Annual Grassland,2473060500.000000000000000,3867300.000000000000000,1894500.000000000000000,14899500.000000000000000,26,247306.0000000,386.7300110,189.4499969,1489.9499512,2066.1298828,249372.0000000,0.8285330
,Introduced Upland Vegetation - Perennial Grassland and Forbland,5288901300.000000000000000,23819400.000000000000000,11549700.000000000000000,78971400.000000000000000,26,528890.0000000,2381.9399414,1154.9699707,7897.1401367,11434.0000000,540324.0000000,2.1161399
,Modified/Managed Southern Tall Grassland,1458000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,145.8000031,0.0000000,0.0000000,0.0000000,0.0000000,145.8000031,0.0000000
,Introduced Riparian and Wetland Vegetation,369897300.000000000000000,6561900.000000000000000,3603600.000000000000000,20683800.000000000000000,26,36989.6992188,656.1900024,360.3599854,2068.3798828,3084.9299316,40074.6015625,7.6979699
,"Disturbed, Non-specific",358049700.000000000000000,551700.000000000000000,233100.000000000000000,1230300.000000000000000,26,35805.0000000,55.1699982,23.3099995,123.0299988,201.5099945,36006.5000000,0.5596490
,Harvested Forest - Grass/Forb Regeneration,268387200.000000000000000,756000.000000000000000,253800.000000000000000,416700.000000000000000,26,26838.6992188,75.5999985,25.3799992,41.6699982,142.6499939,26981.3007813,0.5287000
,Harvested Forest-Shrub Regeneration,1063800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,106.3799973,0.0000000,0.0000000,0.0000000,0.0000000,106.3799973,0.0000000
,Recently Burned,322929900.000000000000000,54900.000000000000000,13500.000000000000000,671400.000000000000000,26,32293.0000000,5.4899998,1.3500000,67.1399994,73.9800034,32367.0000000,0.2285660
,Open Water (Fresh),761558400.000000000000000,1143900.000000000000000,781200.000000000000000,5053500.000000000000000,26,76155.7968750,114.3899994,78.1200027,505.3500061,697.8599854,76853.7031250,0.9080370
,"Quarries, Mines, Gravel Pits and Oil Wells",15535800.000000000000000,308700.000000000000000,201600.000000000000000,456300.000000000000000,26,1553.5799561,30.8700008,20.1599998,45.6300011,96.6600037,1650.2399902,5.8573298
,"Developed, Open Space",938863800.000000000000000,7597800.000000000000000,4012200.000000000000000,25794900.000000000000000,26,93886.3984375,759.7800293,401.2200012,2579.4899902,3740.4899902,97626.8984375,3.8314099
,"Developed, Low Intensity",605711700.000000000000000,14222700.000000000000000,8303400.000000000000000,103995900.000000000000000,26,60571.1992188,1422.2700195,830.3400269,10399.5996094,12652.2001953,73223.3984375,17.2789001
,"Developed, Medium Intensity",17073900.000000000000000,551700.000000000000000,343800.000000000000000,2934900.000000000000000,26,1707.3900146,55.1699982,34.3800011,293.4899902,383.0400085,2090.4299316,18.3234997
,"Developed, High Intensity",255585600.000000000000000,4251600.000000000000000,2524500.000000000000000,32844600.000000000000000,26,25558.5996094,425.1600037,252.4499969,3284.4599609,3962.0700684,29520.6992188,13.4212999
,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory,17856900.000000000000000,271800.000000000000000,127800.000000000000000,1383300.000000000000000,45,1785.6899414,27.1800003,12.7799997,138.3300018,178.2899933,1963.9799805,9.0779896
,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory,7825500.000000000000000,215100.000000000000000,133200.000000000000000,899100.000000000000000,45,782.5499878,21.5100002,13.3199997,89.9100037,124.7399979,907.2899780,13.7486000
,Atlantic Coastal Plain Upland Longleaf Pine Woodland,9936000.000000000000000,476100.000000000000000,146700.000000000000000,1260000.000000000000000,45,993.5999756,47.6100006,14.6700001,126.0000000,188.2799988,1181.8800049,15.9306002
,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Open Understory Modifier,308700.000000000000000,0.000000000000000,5400.000000000000000,47700.000000000000000,45,30.8700008,0.0000000,0.5400000,4.7700000,5.3099999,36.1800003,14.6766005
,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,3010500.000000000000000,67500.000000000000000,41400.000000000000000,493200.000000000000000,45,301.0499878,6.7500000,4.1399999,49.3199997,60.2099991,361.2600098,16.6667004
,East Gulf Coastal Plain Southern Mesic Slope Forest,75600.000000000000000,0.000000000000000,0.000000000000000,4500.000000000000000,45,7.5599999,0.0000000,0.0000000,0.4500000,0.4500000,8.0100002,5.6179800
,Atlantic Coastal Plain Fall-Line Sandhills Longleaf Pine Woodland - Loblolly Modifier,14869800.000000000000000,212400.000000000000000,126900.000000000000000,1150200.000000000000000,45,1486.9799805,21.2399998,12.6899996,115.0199966,148.9499969,1635.9300537,9.1049099
,Deciduous Plantations,3948300.000000000000000,83700.000000000000000,43200.000000000000000,115200.000000000000000,45,394.8299866,8.3699999,4.3200002,11.5200005,24.2099991,419.0400085,5.7774901
,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Loblolly Modifier,6559200.000000000000000,81900.000000000000000,15300.000000000000000,470700.000000000000000,45,655.9199829,8.1899996,1.5300000,47.0699997,56.7900009,712.7100220,7.9681802
,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Offsite Hardwood Modifier,4732200.000000000000000,80100.000000000000000,27900.000000000000000,446400.000000000000000,45,473.2200012,8.0100002,2.7900000,44.6399994,55.4399986,528.6599731,10.4869003
